i,j,feature_i,feature_j,pearson_r
0,221,0,221,-0.011568762665026808
0,222,0,222,0.021109280687350115
0,223,0,223,0.0
0,224,0,224,-0.008880601509154535
0,225,0,225,-0.009959334031111875
0,226,0,226,-0.007799552648140105
0,227,0,227,-0.007558041982770269
0,228,0,228,0.0
0,229,0,229,0.0
0,230,0,230,0.0
0,231,0,231,0.0
0,232,0,232,0.0
0,233,0,233,-0.005036788891560494
0,234,0,234,-0.00027534028999140036
0,235,0,235,-0.025409241991340422
0,236,0,236,-0.02047310534202566
0,237,0,237,-0.02452822203949703
0,238,0,238,-0.03615341381674433
0,239,0,239,-0.021911950432832086
0,240,0,240,-0.03456850229941124
0,241,0,241,-0.030868726524684788
0,242,0,242,-0.029380077287365917
0,243,0,243,-0.029376032413218105
0,244,0,244,0.0
0,245,0,245,0.0
0,246,0,246,0.0
0,247,0,247,0.0
0,248,0,248,0.0
0,249,0,249,0.0
0,250,0,250,-0.02990787923638962
0,251,0,251,-0.033744351405346776
0,252,0,252,0.024373385111430935
0,253,0,253,0.028794421858256314
0,254,0,254,0.0
0,255,0,255,0.0
0,256,0,256,-0.021084134817015248
0,257,0,257,-0.02825406545101089
0,258,0,258,-0.00033640068721328394
0,259,0,259,0.001045773405426686
0,260,0,260,-0.024234923648116954
0,261,0,261,-0.028806320267969157
0,262,0,262,-0.03234110460302895
0,263,0,263,0.0
0,264,0,264,0.0
0,265,0,265,-0.005041231287021327
0,266,0,266,-0.0054465028304883254
0,267,0,267,0.0
0,268,0,268,0.0
0,269,0,269,0.0
0,270,0,270,0.0
0,271,0,271,0.0
0,272,0,272,0.0
0,273,0,273,0.0
0,274,0,274,0.0
0,275,0,275,0.0
0,276,0,276,-0.03663176186207684
0,277,0,277,0.0
0,278,0,278,0.0
0,279,0,279,0.0
0,280,0,280,0.0
0,281,0,281,0.0
0,282,0,282,0.0
0,283,0,283,-0.019384628679392845
0,284,0,284,-0.02846274023588724
0,285,0,285,-0.024345870610554373
0,286,0,286,-0.024296106003519394
0,287,0,287,-0.028229525222962053
0,288,0,288,-0.031091942698020847
0,289,0,289,-0.017965183973503124
0,290,0,290,-0.028012611232029964
0,291,0,291,0.0
0,292,0,292,0.0
0,293,0,293,0.0
0,294,0,294,-0.03773719931583575
0,295,0,295,-0.03708260642112039
0,296,0,296,0.0
0,297,0,297,0.0
0,298,0,298,0.0
1,2,1,2,-0.05379982634584257
1,3,1,3,-0.24496389898983964
1,4,1,4,0.0
1,5,1,5,0.0
1,6,1,6,0.0
1,7,1,7,0.0
1,8,1,8,0.0
1,9,1,9,0.0
1,10,1,10,0.0
1,11,1,11,0.0
1,12,1,12,0.0
1,13,1,13,-0.008128698044732393
1,14,1,14,0.0
1,15,1,15,0.0022140357826381345
1,16,1,16,-0.005641674304603217
1,17,1,17,0.0
1,18,1,18,0.0
1,19,1,19,0.0
1,20,1,20,0.0
1,21,1,21,-0.002616488023673609
1,22,1,22,0.0
1,23,1,23,0.0
1,24,1,24,-0.00040793312894803647
1,25,1,25,-0.005421450599060273
1,26,1,26,0.0
1,27,1,27,0.0
1,28,1,28,-0.0029623746761461172
1,29,1,29,-0.005547180442742108
1,30,1,30,0.0
1,31,1,31,-0.0027221130580071247
1,32,1,32,-0.005648414531242849
1,33,1,33,0.0
1,34,1,34,0.0
1,35,1,35,0.0020071402056625787
1,36,1,36,0.004054131743206552
1,37,1,37,0.0020643414315811605
1,38,1,38,0.0002482230507162602
1,39,1,39,0.0
1,40,1,40,0.0
1,41,1,41,0.0
1,42,1,42,0.0
1,43,1,43,0.015250660589187406
1,44,1,44,0.0
1,45,1,45,0.0
1,46,1,46,0.0
1,47,1,47,0.0
1,48,1,48,0.0
1,49,1,49,0.0
1,50,1,50,0.0
1,51,1,51,0.0
1,52,1,52,0.0
1,53,1,53,0.0
1,54,1,54,0.0
1,55,1,55,0.0
1,56,1,56,0.0
1,57,1,57,0.0
1,58,1,58,0.0
1,59,1,59,0.0
1,60,1,60,0.0
1,61,1,61,0.0
1,62,1,62,0.0
1,63,1,63,0.0
1,64,1,64,0.0
1,65,1,65,0.0
1,66,1,66,0.0
1,67,1,67,0.0
1,68,1,68,0.0
1,69,1,69,0.0
1,70,1,70,0.0
1,71,1,71,0.0
1,72,1,72,0.0
1,73,1,73,0.0
1,74,1,74,0.0
1,75,1,75,0.0
1,76,1,76,0.0
1,77,1,77,0.0
1,78,1,78,0.0
1,79,1,79,0.0
1,80,1,80,0.0
1,81,1,81,0.0
1,82,1,82,0.0
1,83,1,83,0.0
1,84,1,84,0.0
1,85,1,85,0.0
1,86,1,86,0.0
1,87,1,87,0.0
1,88,1,88,0.0
1,89,1,89,0.0
1,90,1,90,0.0
1,91,1,91,0.0
1,92,1,92,0.0
1,93,1,93,0.0
1,94,1,94,0.0
1,95,1,95,0.0
1,96,1,96,0.0
1,97,1,97,0.0
1,98,1,98,0.0
1,99,1,99,0.0
1,100,1,100,0.0
1,101,1,101,0.0
1,102,1,102,0.0
1,103,1,103,0.0
1,104,1,104,0.0
1,105,1,105,0.0
1,106,1,106,0.0
1,107,1,107,0.0
1,108,1,108,0.0
1,109,1,109,0.0
1,110,1,110,0.0
1,111,1,111,0.0
1,112,1,112,0.0
1,113,1,113,0.0
1,114,1,114,0.0
1,115,1,115,0.0
1,116,1,116,0.0
1,117,1,117,0.0
1,118,1,118,0.0
1,119,1,119,0.0
1,120,1,120,0.0
1,121,1,121,0.0
1,122,1,122,0.0
1,123,1,123,0.0
1,124,1,124,0.0
1,125,1,125,0.0
1,126,1,126,0.0
1,127,1,127,0.0
1,128,1,128,0.0
1,129,1,129,0.0
1,130,1,130,0.0
1,131,1,131,0.0
1,132,1,132,0.0
1,133,1,133,0.0
1,134,1,134,0.0
1,135,1,135,0.0
1,136,1,136,0.0
1,137,1,137,0.0
1,138,1,138,0.0
1,139,1,139,0.0
1,140,1,140,0.0
1,141,1,141,0.0
1,142,1,142,0.0
1,143,1,143,0.0
1,144,1,144,0.0
1,145,1,145,0.0
1,146,1,146,0.0
1,147,1,147,0.0
1,148,1,148,0.0
1,149,1,149,0.0
1,150,1,150,0.0
1,151,1,151,0.0
1,152,1,152,0.0
1,153,1,153,0.0
1,154,1,154,0.0
1,155,1,155,0.0
1,156,1,156,0.0
1,157,1,157,0.0
1,158,1,158,0.0
1,159,1,159,0.0
1,160,1,160,0.0
1,161,1,161,0.0
1,162,1,162,0.0
1,163,1,163,0.0
1,164,1,164,0.0
1,165,1,165,0.0
1,166,1,166,0.0
1,167,1,167,0.0
1,168,1,168,0.0
1,169,1,169,0.0
1,170,1,170,0.0
1,171,1,171,0.0
1,172,1,172,0.0
1,173,1,173,0.0
1,174,1,174,0.0
1,175,1,175,0.0
1,176,1,176,0.0
1,177,1,177,0.0
1,178,1,178,0.0
1,179,1,179,0.0
1,180,1,180,0.0
1,181,1,181,0.0
1,182,1,182,0.0
1,183,1,183,0.0
1,184,1,184,0.0
1,185,1,185,0.0
1,186,1,186,0.0
1,187,1,187,0.0
1,188,1,188,0.0
1,189,1,189,0.0
1,190,1,190,0.0
1,191,1,191,0.0
1,192,1,192,0.0
1,193,1,193,0.0
1,194,1,194,0.0
1,195,1,195,0.0
1,196,1,196,0.0
1,197,1,197,0.0
1,198,1,198,0.0
1,199,1,199,0.0
1,200,1,200,0.0
1,201,1,201,-0.0178242704207442
1,202,1,202,0.0
1,203,1,203,0.0
1,204,1,204,0.0
1,205,1,205,0.0
1,206,1,206,0.0
1,207,1,207,-0.004346416326872913
1,208,1,208,0.007108486030585115
1,209,1,209,0.019337696486493115
1,210,1,210,0.010607850396694927
1,211,1,211,-0.00407862869638169
1,212,1,212,0.0
1,213,1,213,0.004566818957469201
1,214,1,214,0.004001340700401162
1,215,1,215,-0.003956904135318103
1,216,1,216,0.0
1,217,1,217,0.002610155164313631
1,218,1,218,0.0027092859023556304
1,219,1,219,-0.006135401518472013
1,220,1,220,0.01688416489735074
1,221,1,221,0.009379584363078834
1,222,1,222,0.015670579956657466
1,223,1,223,0.0
1,224,1,224,0.02127304255981378
1,225,1,225,0.018244052799075608
1,226,1,226,0.02197103636509089
1,227,1,227,0.02105268888582906
1,228,1,228,0.0
1,229,1,229,0.0
1,230,1,230,0.0
1,231,1,231,0.0
1,232,1,232,0.0
1,233,1,233,-0.0012215413096684322
1,234,1,234,-0.009031338662656254
1,235,1,235,0.0026935418002150585
1,236,1,236,0.0006944874237412943
1,237,1,237,0.0037803444449654522
1,238,1,238,0.00070460960607575
1,239,1,239,0.002270787958991609
1,240,1,240,0.0035808499508663163
1,241,1,241,0.002347819288293579
1,242,1,242,0.0019012394721317303
1,243,1,243,0.002396980079560719
1,244,1,244,0.0
1,245,1,245,0.0
1,246,1,246,0.0
1,247,1,247,0.0
1,248,1,248,0.0
1,249,1,249,0.0
1,250,1,250,0.0018382670702239146
1,251,1,251,0.002792923824956854
1,252,1,252,-0.00105105960290252
1,253,1,253,-0.0013708627952442062
1,254,1,254,0.0
1,255,1,255,0.0
1,256,1,256,0.0037198299749857553
1,257,1,257,0.0017984131771539506
1,258,1,258,-0.000288794584133176
1,259,1,259,0.00042018661738035167
1,260,1,260,0.0010747734944263137
1,261,1,261,0.0013393281632146804
1,262,1,262,-0.000615845315098491
1,263,1,263,0.0
1,264,1,264,0.0
1,265,1,265,-0.0006714574318669672
1,266,1,266,0.000668032555131649
1,267,1,267,0.0
1,268,1,268,0.0
1,269,1,269,0.0
1,270,1,270,0.0
1,271,1,271,0.0
1,272,1,272,0.0
1,273,1,273,0.0
1,274,1,274,0.0
1,275,1,275,0.0
1,276,1,276,0.004140362513658974
1,277,1,277,0.0
1,278,1,278,0.0
1,279,1,279,0.0
1,280,1,280,0.0
1,281,1,281,0.0
1,282,1,282,0.0
1,283,1,283,-0.018636147287143214
1,284,1,284,-0.006130043897072438
1,285,1,285,-0.010591461935991614
1,286,1,286,-0.011051730973335571
1,287,1,287,-0.006465744342661519
1,288,1,288,0.005688151853663964
1,289,1,289,-0.01247823166763606
1,290,1,290,0.0009075040135180072
1,291,1,291,0.0
1,292,1,292,0.0
1,293,1,293,0.0
1,294,1,294,0.0038342235685771184
1,295,1,295,0.0028967509349114517
1,296,1,296,0.0
1,297,1,297,0.0
1,298,1,298,0.0
2,3,2,3,-0.02951447065074124
2,4,2,4,0.0
2,5,2,5,0.0
2,6,2,6,0.0
2,7,2,7,0.0
2,8,2,8,0.0
2,9,2,9,0.0
2,10,2,10,0.0
2,11,2,11,0.0
2,12,2,12,0.0
2,13,2,13,-0.006592000392630266
2,14,2,14,0.0
2,15,2,15,0.015462269419736772
2,16,2,16,0.024372637334700093
2,17,2,17,0.0
2,18,2,18,0.0
2,19,2,19,0.0
2,20,2,20,0.0
2,21,2,21,0.015674773604414067
2,22,2,22,0.0
2,23,2,23,0.0
2,24,2,24,0.00899447549642563
2,25,2,25,-0.00027892648805738637
2,26,2,26,0.0
2,27,2,27,0.0
2,28,2,28,0.01926100127145819
2,29,2,29,0.010817558104630162
2,30,2,30,0.0
2,31,2,31,0.0043499639006184376
2,32,2,32,0.004631602288401817
2,33,2,33,0.0
2,34,2,34,0.0
2,35,2,35,-0.02037703697970399
2,36,2,36,0.009396034899708451
2,37,2,37,0.0016705703331458474
2,38,2,38,0.021471828551892582
2,39,2,39,0.0
2,40,2,40,0.0
2,41,2,41,0.0
2,42,2,42,0.0
2,43,2,43,-0.06748694024120648
2,44,2,44,0.0
2,45,2,45,0.0
2,46,2,46,0.0
2,47,2,47,0.0
2,48,2,48,0.0
2,49,2,49,0.0
2,50,2,50,0.0
2,51,2,51,0.0
2,52,2,52,0.0
2,53,2,53,0.0
2,54,2,54,0.0
2,55,2,55,0.0
2,56,2,56,0.0
2,57,2,57,0.0
2,58,2,58,0.0
2,59,2,59,0.0
2,60,2,60,0.0
2,61,2,61,0.0
2,62,2,62,0.0
2,63,2,63,0.0
2,64,2,64,0.0
2,65,2,65,0.0
2,66,2,66,0.0
2,67,2,67,0.0
2,68,2,68,0.0
2,69,2,69,0.0
2,70,2,70,0.0
2,71,2,71,0.0
2,72,2,72,0.0
2,73,2,73,0.0
2,74,2,74,0.0
2,75,2,75,0.0
2,76,2,76,0.0
2,77,2,77,0.0
2,78,2,78,0.0
2,79,2,79,0.0
2,80,2,80,0.0
2,81,2,81,0.0
2,82,2,82,0.0
2,83,2,83,0.0
2,84,2,84,0.0
2,85,2,85,0.0
2,86,2,86,0.0
2,87,2,87,0.0
2,88,2,88,0.0
2,89,2,89,0.0
2,90,2,90,0.0
2,91,2,91,0.0
2,92,2,92,0.0
2,93,2,93,0.0
2,94,2,94,0.0
2,95,2,95,0.0
2,96,2,96,0.0
2,97,2,97,0.0
2,98,2,98,0.0
2,99,2,99,0.0
2,100,2,100,0.0
2,101,2,101,0.0
2,102,2,102,0.0
2,103,2,103,0.0
2,104,2,104,0.0
2,105,2,105,0.0
2,106,2,106,0.0
2,107,2,107,0.0
2,108,2,108,0.0
2,109,2,109,0.0
2,110,2,110,0.0
2,111,2,111,0.0
2,112,2,112,0.0
2,113,2,113,0.0
2,114,2,114,0.0
2,115,2,115,0.0
2,116,2,116,0.0
2,117,2,117,0.0
2,118,2,118,0.0
2,119,2,119,0.0
2,120,2,120,0.0
2,121,2,121,0.0
2,122,2,122,0.0
2,123,2,123,0.0
2,124,2,124,0.0
2,125,2,125,0.0
2,126,2,126,0.0
2,127,2,127,0.0
2,128,2,128,0.0
2,129,2,129,0.0
2,130,2,130,0.0
2,131,2,131,0.0
2,132,2,132,0.0
2,133,2,133,0.0
2,134,2,134,0.0
2,135,2,135,0.0
2,136,2,136,0.0
2,137,2,137,0.0
2,138,2,138,0.0
2,139,2,139,0.0
2,140,2,140,0.0
2,141,2,141,0.0
2,142,2,142,0.0
2,143,2,143,0.0
2,144,2,144,0.0
2,145,2,145,0.0
2,146,2,146,0.0
2,147,2,147,0.0
2,148,2,148,0.0
2,149,2,149,0.0
2,150,2,150,0.0
2,151,2,151,0.0
2,152,2,152,0.0
2,153,2,153,0.0
2,154,2,154,0.0
2,155,2,155,0.0
2,156,2,156,0.0
2,157,2,157,0.0
2,158,2,158,0.0
2,159,2,159,0.0
2,160,2,160,0.0
2,161,2,161,0.0
2,162,2,162,0.0
2,163,2,163,0.0
2,164,2,164,0.0
2,165,2,165,0.0
2,166,2,166,0.0
2,167,2,167,0.0
2,168,2,168,0.0
2,169,2,169,0.0
2,170,2,170,0.0
2,171,2,171,0.0
2,172,2,172,0.0
2,173,2,173,0.0
2,174,2,174,0.0
2,175,2,175,0.0
2,176,2,176,0.0
2,177,2,177,0.0
2,178,2,178,0.0
2,179,2,179,0.0
2,180,2,180,0.0
2,181,2,181,0.0
2,182,2,182,0.0
2,183,2,183,0.0
2,184,2,184,0.0
2,185,2,185,0.0
2,186,2,186,0.0
2,187,2,187,0.0
2,188,2,188,0.0
2,189,2,189,0.0
2,190,2,190,0.0
2,191,2,191,0.0
2,192,2,192,0.0
2,193,2,193,0.0
2,194,2,194,0.0
2,195,2,195,0.0
2,196,2,196,0.0
2,197,2,197,0.0
2,198,2,198,0.0
2,199,2,199,0.0
2,200,2,200,0.0
2,201,2,201,0.12965053655208217
2,202,2,202,0.0
2,203,2,203,0.0
2,204,2,204,0.0
2,205,2,205,0.0
2,206,2,206,0.0
2,207,2,207,0.05779635793827777
2,208,2,208,-0.008528026683233526
2,209,2,209,-0.07564710083517556
2,210,2,210,-0.029710377283142783
2,211,2,211,0.01750855729077549
2,212,2,212,0.0
2,213,2,213,-0.0015434396723274972
2,214,2,214,-0.0020304538086336416
2,215,2,215,5.993198524310886e-06
2,216,2,216,0.0
2,217,2,217,0.015106636589981423
2,218,2,218,0.015218501327707953
2,219,2,219,-0.015504147372599055
2,220,2,220,0.0403649882621113
2,221,2,221,0.018046730608462687
2,222,2,222,0.03643297457416451
2,223,2,223,0.0
2,224,2,224,-0.08721309810009695
2,225,2,225,-0.07228300005468732
2,226,2,226,-0.09003143679839792
2,227,2,227,-0.08422391799270237
2,228,2,228,0.0
2,229,2,229,0.0
2,230,2,230,0.0
2,231,2,231,0.0
2,232,2,232,0.0
2,233,2,233,0.020644884370420065
2,234,2,234,0.05023584830274496
2,235,2,235,0.002314968874056019
2,236,2,236,0.0115291953316241
2,237,2,237,0.04239878772945536
2,238,2,238,0.0499888778745124
2,239,2,239,0.04494889832680687
2,240,2,240,0.05226670457097023
2,241,2,241,0.055567347768735
2,242,2,242,0.05083260871512604
2,243,2,243,0.05101471512208716
2,244,2,244,0.0
2,245,2,245,0.0
2,246,2,246,0.0
2,247,2,247,0.0
2,248,2,248,0.0
2,249,2,249,0.0
2,250,2,250,0.07347418159534012
2,251,2,251,0.08043058633039454
2,252,2,252,-0.06582502084170795
2,253,2,253,-0.06715784312213306
2,254,2,254,0.0
2,255,2,255,0.0
2,256,2,256,0.06564616665443203
2,257,2,257,0.06620871913225308
2,258,2,258,-0.0004322379459686166
2,259,2,259,-0.00015586429728217183
2,260,2,260,0.0655823015806478
2,261,2,261,0.06702964147426002
2,262,2,262,0.08444608298829726
2,263,2,263,0.0
2,264,2,264,0.0
2,265,2,265,0.009871498402120166
2,266,2,266,0.00419220454718753
2,267,2,267,0.0
2,268,2,268,0.0
2,269,2,269,0.0
2,270,2,270,0.0
2,271,2,271,0.0
2,272,2,272,0.0
2,273,2,273,0.0
2,274,2,274,0.0
2,275,2,275,0.0
2,276,2,276,0.08889675380051372
2,277,2,277,0.0
2,278,2,278,0.0
2,279,2,279,0.0
2,280,2,280,0.0
2,281,2,281,0.0
2,282,2,282,0.0
2,283,2,283,0.06104572361463721
2,284,2,284,0.07215006716294346
2,285,2,285,0.06643735542782883
2,286,2,286,0.06628583262063252
2,287,2,287,0.07146225000025076
2,288,2,288,0.08687853047855354
2,289,2,289,0.0628430963357969
2,290,2,290,0.07189706146657247
2,291,2,291,0.0
2,292,2,292,0.0
2,293,2,293,0.0
2,294,2,294,0.09746650391668593
2,295,2,295,0.09779409149768553
2,296,2,296,0.0
2,297,2,297,0.0
2,298,2,298,0.0
3,4,3,4,0.0
3,5,3,5,0.0
3,6,3,6,0.0
3,7,3,7,0.0
3,8,3,8,0.0
3,9,3,9,0.0
3,10,3,10,0.0
3,11,3,11,0.0
3,12,3,12,0.0
3,13,3,13,-0.009234610236825242
3,14,3,14,0.0
3,15,3,15,0.006667708729182267
3,16,3,16,0.01951759944141552
3,17,3,17,0.0
3,18,3,18,0.0
3,19,3,19,0.0
3,20,3,20,0.0
3,21,3,21,0.012215973845754834
3,22,3,22,0.0
3,23,3,23,0.0
3,24,3,24,0.005005950712154943
3,25,3,25,0.0007270885853009921
3,26,3,26,0.0
3,27,3,27,0.0
3,28,3,28,0.010132288227817997
3,29,3,29,0.006154959172084125
3,30,3,30,0.0
3,31,3,31,0.002030916506283597
3,32,3,32,0.0030793632980216546
3,33,3,33,0.0
3,34,3,34,0.0
3,35,3,35,-0.012584506222788373
3,36,3,36,0.006549103392263817
3,37,3,37,-0.002178860552440556
3,38,3,38,0.01802511604728028
3,39,3,39,0.0
3,40,3,40,0.0
3,41,3,41,0.0
3,42,3,42,0.0
3,43,3,43,-0.031012553388219555
3,44,3,44,0.0
3,45,3,45,0.0
3,46,3,46,0.0
3,47,3,47,0.0
3,48,3,48,0.0
3,49,3,49,0.0
3,50,3,50,0.0
3,51,3,51,0.0
3,52,3,52,0.0
3,53,3,53,0.0
3,54,3,54,0.0
3,55,3,55,0.0
3,56,3,56,0.0
3,57,3,57,0.0
3,58,3,58,0.0
3,59,3,59,0.0
3,60,3,60,0.0
3,61,3,61,0.0
3,62,3,62,0.0
3,63,3,63,0.0
3,64,3,64,0.0
3,65,3,65,0.0
3,66,3,66,0.0
3,67,3,67,0.0
3,68,3,68,0.0
3,69,3,69,0.0
3,70,3,70,0.0
3,71,3,71,0.0
3,72,3,72,0.0
3,73,3,73,0.0
3,74,3,74,0.0
3,75,3,75,0.0
3,76,3,76,0.0
3,77,3,77,0.0
3,78,3,78,0.0
3,79,3,79,0.0
3,80,3,80,0.0
3,81,3,81,0.0
3,82,3,82,0.0
3,83,3,83,0.0
3,84,3,84,0.0
3,85,3,85,0.0
3,86,3,86,0.0
3,87,3,87,0.0
3,88,3,88,0.0
3,89,3,89,0.0
3,90,3,90,0.0
3,91,3,91,0.0
3,92,3,92,0.0
3,93,3,93,0.0
3,94,3,94,0.0
3,95,3,95,0.0
3,96,3,96,0.0
3,97,3,97,0.0
3,98,3,98,0.0
3,99,3,99,0.0
3,100,3,100,0.0
3,101,3,101,0.0
3,102,3,102,0.0
3,103,3,103,0.0
3,104,3,104,0.0
3,105,3,105,0.0
3,106,3,106,0.0
3,107,3,107,0.0
3,108,3,108,0.0
3,109,3,109,0.0
3,110,3,110,0.0
3,111,3,111,0.0
3,112,3,112,0.0
3,113,3,113,0.0
3,114,3,114,0.0
3,115,3,115,0.0
3,116,3,116,0.0
3,117,3,117,0.0
3,118,3,118,0.0
3,119,3,119,0.0
3,120,3,120,0.0
3,121,3,121,0.0
3,122,3,122,0.0
3,123,3,123,0.0
3,124,3,124,0.0
3,125,3,125,0.0
3,126,3,126,0.0
3,127,3,127,0.0
3,128,3,128,0.0
3,129,3,129,0.0
3,130,3,130,0.0
3,131,3,131,0.0
3,132,3,132,0.0
3,133,3,133,0.0
3,134,3,134,0.0
3,135,3,135,0.0
3,136,3,136,0.0
3,137,3,137,0.0
3,138,3,138,0.0
3,139,3,139,0.0
3,140,3,140,0.0
3,141,3,141,0.0
3,142,3,142,0.0
3,143,3,143,0.0
3,144,3,144,0.0
3,145,3,145,0.0
3,146,3,146,0.0
3,147,3,147,0.0
3,148,3,148,0.0
3,149,3,149,0.0
3,150,3,150,0.0
3,151,3,151,0.0
3,152,3,152,0.0
3,153,3,153,0.0
3,154,3,154,0.0
3,155,3,155,0.0
3,156,3,156,0.0
3,157,3,157,0.0
3,158,3,158,0.0
3,159,3,159,0.0
3,160,3,160,0.0
3,161,3,161,0.0
3,162,3,162,0.0
3,163,3,163,0.0
3,164,3,164,0.0
3,165,3,165,0.0
3,166,3,166,0.0
3,167,3,167,0.0
